Facility_uid,Facility_name,Facility_uid,Level,Ownership,Authority,Coordinates,Subcounty_uid,Subcounty_name,District_uid,District_name,Region_uid,Region_name
hz9MxBxLw0r,Kumuyo HC II,hz9MxBxLw0r,HC II,Government,MOH,,vwDbo5apOm9,Aii-Ivu Subcounty,WcB3kLlgRTb,Arua District,pz9Uu65Irbg,Northern Region
aOsept0n3Xn,Kungu HC II,aOsept0n3Xn,HC II,Government,MOH,"[32.13013,1.71076]",ae3r7yqNpat,Akokoro Subcounty,JyZJhGXKeEq,Apac District,pz9Uu65Irbg,Northern Region
x14PIFWlmxx,Kureku HC II,x14PIFWlmxx,HC II,Government,MOH,"[31.808701,3.322555]",azZk0TJOe3j,Ofua Subcounty,QYiQ2KqgCxj,Adjumani District,pz9Uu65Irbg,Northern Region
sB2fPiOMaBX,Kusaasira Clinic HC II,sB2fPiOMaBX,HC II,Private For Profit,Local Government,,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
TTIgbcijnJz,Kuywee HC II,TTIgbcijnJz,HC II,Government,MOH,"[33.3025,3.05734]",EJCiKQCS6WT,Wol Subcounty,ztIyIYAzFKp,Agago District,pz9Uu65Irbg,Northern Region
EjQosJpXrn6,Kwabo Med. Centre HC II NR,EjQosJpXrn6,Clinic,,,,oweSpFBNbmi,Rubaga Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
Z16Yjz0ecxO,Kwagala Medical Clinic HC II-NR,Z16Yjz0ecxO,HC II,Government,Local Government,,PfhLA9YVg8z,Mayuge Town Council,mv4gKtY0qW8,Mayuge District,adZ6T35ve4h,Eastern Region
wGJJ0wdmIJC,Kwamu Clinic HC II NR,wGJJ0wdmIJC,Clinic,,,,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
zpMTFJlXcMH,Kwanyiy HC III,zpMTFJlXcMH,HC III,Government,MOH,"[34.65046,1.37844]",AH9Soa1y2qd,Kwanyiny Subcounty,h1O9AvNR4jS,Kween District,adZ6T35ve4h,Eastern Region
idW1pR7k8m2,Kwapa HC III,idW1pR7k8m2,HC III,Government,MOH,"[34.26203,0.70035]",Hy2n4D2yJOM,Kwapa Subcounty,KhT80mlwJ3Y,Tororo District,adZ6T35ve4h,Eastern Region
qtuW2f0PouE,Kwera Community Maternity Home Clinic,qtuW2f0PouE,Clinic,Private For Profit,Local Government,,xYpXN24CZWB,Kwera Subcounty,wMQ25dybdgH,Dokolo District,pz9Uu65Irbg,Northern Region
fxZxvguCeIw,Kwera HC III,fxZxvguCeIw,HC III,Government,MOH,"[33.029033,1.844153]",xYpXN24CZWB,Kwera Subcounty,wMQ25dybdgH,Dokolo District,pz9Uu65Irbg,Northern Region
FyN79so0muD,Kweyo HC II,FyN79so0muD,HC II,Government,MOH,"[31.7707,3.70081]",aCaPqIkvV2s,Metu Subcounty,W0kQBddyGyh,Moyo District,pz9Uu65Irbg,Northern Region
lyRKz5je0d6,Kwirwot HC II,lyRKz5je0d6,HC II,Government,MOH,"[34.74368,1.23099]",FngcsacEaM4,Suam Subcounty,e8m9ZYMRoeR,Bukwo District,adZ6T35ve4h,Eastern Region
fIGI5AZsJHF,Kwonkic HC II,fIGI5AZsJHF,HC II,Government,MOH,"[33.11034,2.81469]",QpcgX2e3WIK,Lamiyo Subcounty,ztIyIYAzFKp,Agago District,pz9Uu65Irbg,Northern Region
RxjGCZJbrNa,Kworus HC II,RxjGCZJbrNa,HC II,Government,MOH,"[34.65399,1.36689]",AH9Soa1y2qd,Kwanyiny Subcounty,h1O9AvNR4jS,Kween District,adZ6T35ve4h,Eastern Region
aKrzURA6hJZ,Kwoti HC II,aKrzURA6hJZ,HC II,Government,MOH,"[34.45771,1.36442]",fmX1IQNrk2Q,Kapchesombe Subcounty,aginheWSLef,Kapchorwa District,adZ6T35ve4h,Eastern Region
qYIh49gM216,Kyabadaza HC III,qYIh49gM216,HC III,Government,MOH,"[32.18190,0.12091]",BA5mnJAevwO,Budde Subcounty,a3LMKP8z8Xj,Butambala District,VA90IqaI4Ji,Central Region
ijpVI1myn4c,Kyabahesi HC II,ijpVI1myn4c,HC II,Government,MOH,"[30.98093,-0.90244]",js9oxW08GfX,Mbaare Subcounty,UaR7OHycj8c,Isingiro District,auJdpeHbeet,Western Region
m3i5NXppqJi,Kyabakara HC II,m3i5NXppqJi,HC II,Government,MOH,"[30.23965,-0.17605]",BKmwdsqAY8X,Kyabakara Subcounty,fS71jg1WYPk,Rubirizi District,auJdpeHbeet,Western Region
wb2tYXUWWcv,Kyabakuza HC II,wb2tYXUWWcv,HC II,Government,MOH,"[31.71881,-0.29771]",asxJZ73r4QU,Kimanya-Kyabakuza Division,bIONCoCnt3Q,Masaka District,VA90IqaI4Ji,Central Region
jrGWRhOfcso,Kyabalogo HC II,jrGWRhOfcso,HC II,Government,MOH,"[32.79095,0.28259]",aMjwtFPZA3H,Nakisunga Subcounty,a0DfYpC2Rwl,Mukono District,VA90IqaI4Ji,Central Region
GWo2EYdfllc,Kyabandara HC II,GWo2EYdfllc,HC II,Government,MOH,"[30.34864,-0.60064]",hvOhryiEkBg,Sheema Division,xAJgEKKAeRA,Sheema District,auJdpeHbeet,Western Region
wTumxHRbaIc,Kyabasaija HC III,wTumxHRbaIc,HC III,Government,Local Government,"[31.381313,0.76053842]",UOMccy1X4qP,Bwanswa Subcounty,Lnewt3iIJaK,Kakumiro District,auJdpeHbeet,Western Region
XAZN59cCQJ9,Kyabasara HC II,XAZN59cCQJ9,HC II,,Local Government,"[30.983406,1.07188]",gijuR34Jj5H,Paachwa Subcounty,orgY0d5MJa9,Kagadi District,auJdpeHbeet,Western Region
owkwHmj0ueb,Kyabasengya HC II,owkwHmj0ueb,HC II,Government,MOH,"[31.37683,1.56763]",aiZ5zkqnKTk,Kitoba Subcounty,PJFtfCyp6Rb,Hoima District,auJdpeHbeet,Western Region
a6p3dWy4ce7,Kyabazaala HC III,a6p3dWy4ce7,HC III,Government,MOH,"[32.91743,0.620180]",fjuPviYKfGN,Ntunda Subcounty,a0DfYpC2Rwl,Mukono District,VA90IqaI4Ji,Central Region
qMBXDpWSarC,Kyabenda HC III,qMBXDpWSarC,HC III,Private Not For Profit,UPMB,"[30.44040,0.326340]",f82sIZY6sXk,Kahunge Subcounty,uCVQXAdKqL9,Kamwenge District,auJdpeHbeet,Western Region
u0ZXCHvbs0W,Kyabi HC III,u0ZXCHvbs0W,HC III,Government,MOH,"[31.49827,0.00493]",JXAOPG4pehv,Lugusulu Subcounty,j7AQsnEYmvi,Sembabule District,VA90IqaI4Ji,Central Region
aFr56s147t5,Kyabigondo HC II,aFr56s147t5,HC II,Government,MOH,"[31.22360,-0.49108]",DZQIcj2NrHv,Lwamaggwa Subcounty,P8iz90eiIrW,Rakai District,VA90IqaI4Ji,Central Region
vqGAEqnNOKa,Kyabinunga HC II,vqGAEqnNOKa,HC II,Government,MOH,"[30.75417,-0.82539]",a8UqcJq7pdF,Kabingo Subcounty,UaR7OHycj8c,Isingiro District,auJdpeHbeet,Western Region
aTaU1OfpPkU,Kyabirukwa HC III,aTaU1OfpPkU,HC III,Private Not For Profit,UCMB,"[30.80240,-0.80525]",wyW0esOM7ZB,Isingiro Town Council,UaR7OHycj8c,Isingiro District,auJdpeHbeet,Western Region
ILr03pFmrva,Kyabugimbi HC IV,ILr03pFmrva,HC IV,Government,MOH,"[30.26623,-0.49638]",FTHpI3wbK44,Kyabugimbi Subcounty,It5UGwdHAPF,Bushenyi District,auJdpeHbeet,Western Region
YqEHprBuGhN,Kyabureere HC II,YqEHprBuGhN,HC II,Government,MOH,"[29.83197,-0.71321]",JlGpcng9BFf,Bugangari Subcounty,tugqr4dY6wq,Rukungiri District,auJdpeHbeet,Western Region
WDbxuHRdYY4,Kyadondo Medical Centre HC II,WDbxuHRdYY4,HC II,Private For Profit,,,LYuMx5oPsR5,Kawempe Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
CKPFNnfrvbR,Kyafoora HC II,CKPFNnfrvbR,HC II,Government,MOH,"[30.069277,-0.915033]",h6Wx2ZuKWJ3,Rugarama Subcounty,hAoe9dhZh9V,Ntungamo District,auJdpeHbeet,Western Region
tPiPaWz3TIK,Kyai HC III,tPiPaWz3TIK,HC III,Government,MOH,"[31.395894,0.21922]",voFp0uhCRYz,Maddu Subcounty,lQj3yMM1lI7,Gomba District,VA90IqaI4Ji,Central Region
bxuh21bO7UM,Kyaka Domicilliary Clinic HC II,bxuh21bO7UM,HC II,Private For Profit,,,UeBN5O6ty6x,Kabweza SubCounty,a9tQqo1rSj7,Kyegegwa District,auJdpeHbeet,Western Region
AFKqTIeJAKr,Kyakabadiima HC III,AFKqTIeJAKr,HC III,Government,MOH,"[30.857248,1.026346]",einBeJvXJ9C,Kyakabadiima Subcounty,orgY0d5MJa9,Kagadi District,auJdpeHbeet,Western Region
sTVyzxAGpJx,Kyakanyomozi HC II,sTVyzxAGpJx,HC II,Government,MOH,"[31.61008,-0.611760]",BgokGwMnuMg,Kalisizo Rural Subcounty,P8iz90eiIrW,Rakai District,VA90IqaI4Ji,Central Region
MJzGcr4GqH1,Kyakapeya HC II,MJzGcr4GqH1,HC II,Government,MOH,"[31.41823,1.44526]",LF0fSY2ILTy,Mparo Division,PJFtfCyp6Rb,Hoima District,auJdpeHbeet,Western Region
VQqzXN2zkM8,Kyakarafa HC II,VQqzXN2zkM8,HC II,Government,MOH,,pnxCSdB9Msk,Busiriba Subcounty,uCVQXAdKqL9,Kamwenge District,auJdpeHbeet,Western Region
dOJEmqARABq,Kyakasa HC II,dOJEmqARABq,HC II,Government,MOH,"[31.18916,0.23242]",oj3kh1K3c92,Mubende-Kasambya Subcounty,lzWuB6bCQeV,Mubende District,VA90IqaI4Ji,Central Region
wmzTMo2sIKx,Kyakatara HC III,wmzTMo2sIKx,HC III,Private Not For Profit,UCMB,"[30.42915,0.66345]",aZwX9DfOUK2,Bugaaki Subcounty,O9MoQcpZ4uA,Kyenjojo District,auJdpeHbeet,Western Region
XbtCBT0kEDF,Kyakatebe HC II,XbtCBT0kEDF,HC II,Government,MOH,"[31.75951,0.42476]",omOX1GefJV8,Nalutuntu SubCounty,lzWuB6bCQeV,Mubende District,VA90IqaI4Ji,Central Region
D4S3z8ShsQT,Kyakiddu HC II,D4S3z8ShsQT,HC II,Government,MOH,"[31.72314,0.67022]",VTkMLMzzqao,Kitumbi Subcounty,lzWuB6bCQeV,Mubende District,VA90IqaI4Ji,Central Region
cK7tKflXLEi,Kyakonda HC II,cK7tKflXLEi,HC II,Government,MOH,"[31.53916,-0.643993]",Pw1S7C7oSlb,Kasaali Subcounty,P8iz90eiIrW,Rakai District,VA90IqaI4Ji,Central Region
p1sZ2yYdM77,Kyakuterekera HC II,p1sZ2yYdM77,HC II,Government,MOH,"[31.17770,-0.25402]",WSYIQSpwPop,Kaliiro Subcounty,aPRNSGUR3vk,Lyantonde District,VA90IqaI4Ji,Central Region
pWrHCTnuvFm,Kyakuterekera HC III,pWrHCTnuvFm,HC III,Private Not For Profit,Local Government,,ifsoB4c1lK3,Kisiita Subcounty,Lnewt3iIJaK,Kakumiro District,auJdpeHbeet,Western Region
ouO3sJJHAgB,Kyakuwa General Clinic,ouO3sJJHAgB,HC II,Private For Profit,Local Government,,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
x0WZx5EiaI4,Kyakuwa Medical Centre HC II,x0WZx5EiaI4,HC II,Private For Profit,Local Government,,AyfxIwQbwaa,Kakuuto Subcounty,P8iz90eiIrW,Rakai District,VA90IqaI4Ji,Central Region
E49UQK1wLQ2,Kyalugondo HC III,E49UQK1wLQ2,HC III,Government,MOH,"[32.490559,0.759791]",lTJKdr8yZcj,Katikamu Subcounty,tr9XWtYsL5P,Luwero District,VA90IqaI4Ji,Central Region
hBhHjc3o6Fa,Kyalulangira HC III,hBhHjc3o6Fa,HC III,Government,MOH,"[31.28968,-0.74708]",YqM3WN8CBFs,Kyalulangira Subcounty,P8iz90eiIrW,Rakai District,VA90IqaI4Ji,Central Region
K1Qvy9fVY22,Kyamaganda HC III,K1Qvy9fVY22,HC III,Private Not For Profit,UCMB,"[31.53962,-0.38205]",PAjHH9FKnf7,Kisekka Subcounty,aqpd0Y9eXZ2,Lwengo District,VA90IqaI4Ji,Central Region
cpYuPp3UyYN,Kyamaiso HC II,cpYuPp3UyYN,HC II,Government,MOH,"[31.668685,1.485433]",SV1Bw284a44,Bwijanga Subcounty,xr8EMirOASp,Masindi District,auJdpeHbeet,Western Region
CnnSKNqSe8z,Kyamakanda HC II,CnnSKNqSe8z,HC II,NGO,UPMB,,TSjl80sWfHh,Buyanja Subcounty,tugqr4dY6wq,Rukungiri District,auJdpeHbeet,Western Region
Q80EHQGTFxO,Kyamasega HC II,Q80EHQGTFxO,HC II,Government,MOH,"[30.939968,0.98224382]",NJBN4GJd1Q5,Mabaale Subcounty,orgY0d5MJa9,Kagadi District,auJdpeHbeet,Western Region
BNlq1nahkXy,Kyambadde HC II,BNlq1nahkXy,HC II,Private For Profit,,,XI6wsL7BBbu,Ntwetwe  Kitabona Subcounty,IVuiLJYABw6,Kyankwanzi District,VA90IqaI4Ji,Central Region
x9UQiPG3QAk,Kyambogho Sda Clinic HC III,x9UQiPG3QAk,HC III,Private For Profit,,"[29.73693625,0.03394431]",atNffeiZvJ7,Mpondwe - Rubiriha T.C,aa8xVDzSpte,Kasese District,auJdpeHbeet,Western Region
IWqF0k5Uyqw,Kyambogo Clinic HC III,IWqF0k5Uyqw,Clinic,,,"[32.62588,0.35143]",kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
IlX8vPRFuBy,Kyambogo Medical Center HC II,IlX8vPRFuBy,HC II,,,,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
qx1tdwUae4t,Kyambogo University Medical Centre .E HC II,qx1tdwUae4t,HC II,Government,MOH,"[32.63260,0.34521]",kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
z6g3fyZIHkA,Kyambura Medical Care HC II,z6g3fyZIHkA,HC II,Private For Profit,Local Government,,ggvYKc3bfrH,Kichwamba Subcounty (Rubirizi),fS71jg1WYPk,Rubirizi District,auJdpeHbeet,Western Region
x9A33vBF8B4,Kyampangara HC II,x9A33vBF8B4,HC II,Government,MOH,"[30.710417,0.11479]",Pp5WSDc9OCY,Kazo Subcounty,qf9xWZu7Dq8,Kiruhura District,auJdpeHbeet,Western Region
gQ7xBJtwsF3,Kyampisi HC III,gQ7xBJtwsF3,HC III,Government,MOH,"[32.71531,0.50443]",WBLZTH5N3PI,Kyampisi Subcounty,a0DfYpC2Rwl,Mukono District,VA90IqaI4Ji,Central Region
aerTdJxlEQh,Kyamuhunga HC III,aerTdJxlEQh,HC III,Government,MOH,"[30.11577,-0.45399]",smtpWtgMApq,Kyamuhunga Subcounty,It5UGwdHAPF,Bushenyi District,auJdpeHbeet,Western Region
mgr6AHrRokx,Kyamulibwa Gvt HC III,mgr6AHrRokx,HC III,Government,MOH,"[31.75884,-0.07189]",VytuF37uBdH,Kyamuliibwa Subcounty,ahyi8Uq4vaj,Kalungu District,VA90IqaI4Ji,Central Region
KLRFW0OxcyN,Kyamusisi HC III,KLRFW0OxcyN,HC III,Government,MOH,"[31.91117,0.60285]",P5yisXF3Zpg,Kalangaalo Subcounty,Q7PaNIbyZII,Mityana District,VA90IqaI4Ji,Central Region
aoD5b237vol,Kyamusoni HC II,aoD5b237vol,HC II,Government,MOH,"[30.60941,-0.99791]",ipjC8RjDoJ0,Ruborogota Subcounty,UaR7OHycj8c,Isingiro District,auJdpeHbeet,Western Region
pDoGpLEW0yL,Kyamuyimbwa HC II,pDoGpLEW0yL,HC II,Government,MOH,"[31.66877,-0.42634]",kimHkD6SIvJ,Kabonera Subcounty,bIONCoCnt3Q,Masaka District,VA90IqaI4Ji,Central Region
aifkaPWfQez,Kyamwasha HC II,aifkaPWfQez,HC II,Government,MOH,"[30.519254,-0.924956]",a7R6lzPJHUN,Rukoni East Subcounty,hAoe9dhZh9V,Ntungamo District,auJdpeHbeet,Western Region
aFasKwyj7DC,Kyamwinula HC II,aFasKwyj7DC,HC II,Government,MOH,"[34.17770,0.67943]",a9Gy7Imvd9F,Tororo Western Division,KhT80mlwJ3Y,Tororo District,adZ6T35ve4h,Eastern Region
bVZDLfQXL5H,Kyanamira HC III,bVZDLfQXL5H,HC III,Government,MOH,"[30.03524,-1.26126]",powsUW9bIIP,Kyanamira Subcounty,zBIpPzKYFLp,Kabale District,auJdpeHbeet,Western Region
oUhXrWJEwRI,Kyanamugera HC II,oUhXrWJEwRI,HC II,Private Not For Profit,UPMB,"[31.83603,0.42805]",omOX1GefJV8,Nalutuntu SubCounty,lzWuB6bCQeV,Mubende District,VA90IqaI4Ji,Central Region
udyIvAUWRfi,Kyanamuyonjo HC III,udyIvAUWRfi,HC III,Government,MOH,"[32.00053,0.75184]",cutapjXYyeI,Bukomero Subcounty,GLHh0BXys9w,Kiboga District,VA90IqaI4Ji,Central Region
FPENxnEHmc7,Kyando HC II,FPENxnEHmc7,HC II,Private Not For Profit,UPMB,"[33.43087,0.43518]",cb19xb8BO6Q,Bukatube Subcounty,mv4gKtY0qW8,Mayuge District,adZ6T35ve4h,Eastern Region
l6faU6mJBOh,Kyangatto HC II,l6faU6mJBOh,HC II,Government,MOH,"[32.42835,0.67028]",kF1SFRGTg9d,Kasangombe Subcounty,aSbgVKaeCP0,Nakaseke District,VA90IqaI4Ji,Central Region
KHwThSaTX0L,Kyango HC III,KHwThSaTX0L,HC III,Private Not For Profit,UCMB,"[31.655661,-0.517453]",BgokGwMnuMg,Kalisizo Rural Subcounty,P8iz90eiIrW,Rakai District,VA90IqaI4Ji,Central Region
gQKXvT7RNVU,Kyangwali HC IV,gQKXvT7RNVU,HC IV,Government,MOH,"[30.80046,1.2123]",WeFUHhkOL7X,Kyangwali Subcounty,PJFtfCyp6Rb,Hoima District,auJdpeHbeet,Western Region
XjGXLRYHwRx,Kyangyenyi HC III,XjGXLRYHwRx,HC III,Government,MOH,,PFBJRHL12eu,Kakindo Town Council,xAJgEKKAeRA,Sheema District,auJdpeHbeet,Western Region
a6QzsCZkXfX,Kyani HC II,a6QzsCZkXfX,HC II,Government,MOH,"[33.52082,0.96830]",nBZk2ugBiwx,Bumanya Subcounty,kJCEJnXLgnh,Kaliro District,adZ6T35ve4h,Eastern Region
Ob2khLTIpAW,Kyanja Community Health Centre,Ob2khLTIpAW,HC II,Private For Profit,Local Government,,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
lAp1gLzugAb,Kyankaramata HC II,lAp1gLzugAb,HC II,Government,MOH,"[30.782063,0.631171]",k6Qib6wlmSW,Kihuura Subcounty,O9MoQcpZ4uA,Kyenjojo District,auJdpeHbeet,Western Region
vIy4B3pJmaQ,Kyankwanzi Banda HC II,vIy4B3pJmaQ,HC II,Government,MOH,"[31.85623,1.09014]",aXfUiVQAoT5,Kyankwanzi Subcounty,IVuiLJYABw6,Kyankwanzi District,VA90IqaI4Ji,Central Region
cb8QpfoojQg,Kyankwanzi Equator Medical Centre HC II PHP,cb8QpfoojQg,HC II,Private For Profit,Local Government,,beCHk64vc24,Butemba Town Council,IVuiLJYABw6,Kyankwanzi District,VA90IqaI4Ji,Central Region
GjiT4Fcwj6P,Kyankwanzi Kiyuni HC III,GjiT4Fcwj6P,HC III,Government,MOH,"[31.49097,0.93761]",aBvWL2yX3ZA,Gayaza Subcounty,IVuiLJYABw6,Kyankwanzi District,VA90IqaI4Ji,Central Region
XnPQlQgblKS,Kyankwanzi Mirembe Clinic HC II PHP,XnPQlQgblKS,HC II,Private For Profit,Local Government,,aXfUiVQAoT5,Kyankwanzi Subcounty,IVuiLJYABw6,Kyankwanzi District,VA90IqaI4Ji,Central Region
RNfCSfnBlxh,Kyankwazi HC III,RNfCSfnBlxh,HC III,Government,MOH,"[31.78515,1.19939]",aXfUiVQAoT5,Kyankwanzi Subcounty,IVuiLJYABw6,Kyankwanzi District,VA90IqaI4Ji,Central Region
aTvsnjjZTyN,Kyannamukaaka HC IV,aTvsnjjZTyN,HC IV,Government,MOH,"[31.71043,-0.50911]",CPZioDtBpZV,Kyanamukaaka Subcounty,bIONCoCnt3Q,Masaka District,VA90IqaI4Ji,Central Region
DsaeEp9J3X4,Kyantungo HC IV,DsaeEp9J3X4,HC IV,Government,MOH,"[32.02506,0.585167]",P5yisXF3Zpg,Kalangaalo Subcounty,Q7PaNIbyZII,Mityana District,VA90IqaI4Ji,Central Region
lpNOI5JV4px,Kyanya Sda HC II,lpNOI5JV4px,HC II,Private For Profit,UPMB,,VBrVhVxTU7W,Maliba Subcounty,aa8xVDzSpte,Kasese District,auJdpeHbeet,Western Region
H6QpykIydPx,Kyarugaju HC II,H6QpykIydPx,HC II,Government,MOH,"[30.85507,-0.72834]",a8UqcJq7pdF,Kabingo Subcounty,UaR7OHycj8c,Isingiro District,auJdpeHbeet,Western Region
zRoj2Cm4CHr,Kyarumba HC III,zRoj2Cm4CHr,HC III,Government,MOH,"[29.951501,0.125045]",jvma3lxo8f8,Kyarumba Subcounty,aa8xVDzSpte,Kasese District,auJdpeHbeet,Western Region
MwpYp4lsw9D,Kyarumba Phc HC III,MwpYp4lsw9D,HC III,Private Not For Profit,UCMB,"[29.94821,0.12646]",jvma3lxo8f8,Kyarumba Subcounty,aa8xVDzSpte,Kasese District,auJdpeHbeet,Western Region
LLjCLRuuOpp,Kyarusozi HC IV,LLjCLRuuOpp,HC IV,Government,MOH,"[30.56031,0.779537]",WjtyvvauxbS,Kyarusozi Town Council,O9MoQcpZ4uA,Kyenjojo District,auJdpeHbeet,Western Region
rCMdDkUaL1i,Kyarwabuganda HC II,rCMdDkUaL1i,HC II,Government,,,DZ756Z6f6or,Kakiika Subcounty,auswb7JO9wY,Mbarara District,auJdpeHbeet,Western Region
kiM2BOyZ1V6,Kyasano HC II,kiM2BOyZ1V6,HC II,Government,MOH,"[29.97515,-1.38716]",xNFWmVZ4Q5L,Kamuganguzi Subcounty,zBIpPzKYFLp,Kabale District,auJdpeHbeet,Western Region
xJYEThISKXQ,Kyasansuwa HC II,xJYEThISKXQ,HC II,Government,MOH,"[31.72565,0.37224]",DKdF7P7ky4F,Manyogaseka SubCounty,lzWuB6bCQeV,Mubende District,VA90IqaI4Ji,Central Region
LC6xsW0q6Zj,Kyaterekera Clinic- Ntinda HC II,LC6xsW0q6Zj,HC II,,,,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
wy6hCNtA3It,Kyaterekera Clinic-Bukoto HC II,wy6hCNtA3It,HC II,,,,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
B2kCGShrnuE,Kyaterekera Domiciliary maternity,B2kCGShrnuE,Clinic,Private For Profit,Local Government,,yNRYsHdz3sf,Lwakhakha Town Council,JIZDvNlIhXS,Manafwa District,adZ6T35ve4h,Eastern Region
aVULsV9e3Gf,Kyaterekera HC III,aVULsV9e3Gf,HC III,Government,MOH,"[30.60432,0.97334]",mayeGj9ddSB,Kyaterekera Subcounty,orgY0d5MJa9,Kagadi District,auJdpeHbeet,Western Region
g8JZTLexaAr,Kyatiri HC III,g8JZTLexaAr,HC III,Government,MOH,"[31.874558,1.789215]",HGPMh3r18FZ,Pakanyi Subcounty,xr8EMirOASp,Masindi District,auJdpeHbeet,Western Region
aWC5dU1Xvwh,Kyatiri Mary Mother Of The Church HC III,aWC5dU1Xvwh,HC III,Private Not For Profit,UCMB,"[31.874558,1.789215]",HGPMh3r18FZ,Pakanyi Subcounty,xr8EMirOASp,Masindi District,auJdpeHbeet,Western Region
g3fL9ZY07af,Kyato HC II,g3fL9ZY07af,HC II,Government,MOH,"[31.64556,0.70065]",VTkMLMzzqao,Kitumbi Subcounty,lzWuB6bCQeV,Mubende District,VA90IqaI4Ji,Central Region
TRn2nv6UTWb,Kyatoko HC II,TRn2nv6UTWb,HC II,Private Not For Profit,UPMB,"[29.94167,-0.778786]",S1nFWV7Ij1f,Rukungiri Eastern Division,tugqr4dY6wq,Rukungiri District,auJdpeHbeet,Western Region
ArbUlowwE1y,Kyayimba Epi Centre HC II,ArbUlowwE1y,HC II,Government,MOH,"[31.78446,0.92676]",GNfNmxhRBMX,Kapeke Subcounty,GLHh0BXys9w,Kiboga District,VA90IqaI4Ji,Central Region
VhOO7DL9Y39,Kyazanga HC IV,VhOO7DL9Y39,HC IV,Government,MOH,"[31.31989,-0.38311]",NRDNqq6C6e0,Kyazanga Subcounty,aqpd0Y9eXZ2,Lwengo District,VA90IqaI4Ji,Central Region
yjHtPXYW0ir,Kyazanga Prisons Clinic,yjHtPXYW0ir,Clinic,,Prisons,,NRDNqq6C6e0,Kyazanga Subcounty,aqpd0Y9eXZ2,Lwengo District,VA90IqaI4Ji,Central Region
ZwAJhKLfHHZ,Kyazike Health Centre HC II,ZwAJhKLfHHZ,HC II,,,,kKEBeO1LL7S,Nakawa Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
yZDwY1SKF5H,Kyazike Health Clinic-NR,yZDwY1SKF5H,,,,,l0LizWT16CQ,Kira Town Council,aIahLLmtvgT,Wakiso District,VA90IqaI4Ji,Central Region
vgRXnM3VETo,Kyebando HC III GOVT,vgRXnM3VETo,HC III,Government,MOH,"[31.087276,0.91212901]",KYNuILiw5nZ,Kyebando Subcounty,tM3DsJxMaMX,Kibaale District,auJdpeHbeet,Western Region
bfpOZkp2WG9,Kyebando HC III NGO-NR,bfpOZkp2WG9,,,,,UjUroihV9AC,Wakiso Subcounty,aIahLLmtvgT,Wakiso District,VA90IqaI4Ji,Central Region
gZ4Iz3QkH9w,Kyebando Health Clinic HC II,gZ4Iz3QkH9w,HC II,Private For Profit,,,LYuMx5oPsR5,Kawempe Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
qPAp5p4gRfs,Kyebando Med. Cen. HC II,qPAp5p4gRfs,HC II,Private For Profit,Local Government,,LYuMx5oPsR5,Kawempe Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
Q0mhOoK1Q9F,Kyebando Medical Clinic HC II NR,Q0mhOoK1Q9F,Clinic,,,,LYuMx5oPsR5,Kawempe Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
DKkXEo4zUy7,Kyebando Nursing Home HC II,DKkXEo4zUy7,HC II,Private Not For Profit,CSO,"[32.51147,0.36433]",UjUroihV9AC,Wakiso Subcounty,aIahLLmtvgT,Wakiso District,VA90IqaI4Ji,Central Region
xP2J8wszUrR,Kyebe HC III,xP2J8wszUrR,HC III,Government,MOH,"[31.66765,-0.93048]",a0WerFS0RsJ,Kyebe Subcounty,P8iz90eiIrW,Rakai District,VA90IqaI4Ji,Central Region
urgl3LzkV6U,Kyeera HC II,urgl3LzkV6U,HC II,Government,MOH,"[31.0607754231269,0.159177220511798]",VeulA9IP9jC,Lwemiyaga Subcounty,j7AQsnEYmvi,Sembabule District,VA90IqaI4Ji,Central Region
QQ48OF4SR47,Kyeeya HC II,QQ48OF4SR47,HC II,Government,MOH,"[33.22789,0.96756]",rR0HG5n2orn,Namwendwa Subcounty,oyygQ2STBST,Kamuli District,adZ6T35ve4h,Eastern Region
